Protein.IDs,Protein.names,QGene.names,LFQ.intensity.Human_Macs_D1_M1,LFQ.intensity.Human_Macs_D1_M2,LFQ.intensity.Human_Macs_D2_M1,LFQ.intensity.Human_Macs_D2_M2,LFQ.intensity.Human_Macs_D5_M1,LFQ.intensity.Human_Macs_D5_M2,LFQ.intensity.Human_Macs_D6_M1,LFQ.intensity.Human_Macs_D7_M2
Q15121;Q15121-2;B1AKZ5,Astrocytic phosphoprotein PEA-15,PEA15,33.35848847,32.52889954,32.41157613,32.34477336,32.89599969,32.1763189,32.28129211,32.65320183
Q15124;Q15124-2;Q5JTY7,Phosphoglucomutase-like protein 5,PGM5,NA,24.32037804,24.44215078,24.43358086,NA,24.79109093,NA,25.17180656
Q15125;C9J719;C9JJ78;A0A494C0F3,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",EBP,29.62378302,30.09810829,30.43738012,30.60584913,31.21373034,30.70264531,31.56374589,29.65533189
Q15126,Phosphomevalonate kinase,PMVK,28.63457234,29.53489819,28.32388599,29.27277603,28.40713989,29.28301581,27.76224222,29.56984156
Q15149;Q15149-7;Q15149-8;Q15149-9;Q15149-5;Q15149-6;E9PKG0;E9PIA2;E9PQ28;REV__A0A0U1RR03,Plectin,PLEC,36.75234587,37.09466785,36.92249242,37.14252523,36.99232782,37.06205869,36.99443687,37.01650149
Q15149-2;Q15149-3;H0YDN1;E9PMV1,Plectin,PLEC,NA,NA,NA,NA,NA,NA,25.65730973,NA
Q15149-4,Plectin,PLEC,27.66945809,27.91905998,28.18347698,27.93545185,28.09244843,27.79197275,27.93472102,27.78855426
Q15154-4;Q15154-2;Q15154-5;Q15154;H0YBA1,Pericentriolar material 1 protein,PCM1,27.96614747,28.77272403,28.08552587,29.93578904,28.56851939,29.37175255,28.362272,29.56715973
Q15170;Q15170-2,Transcription elongation factor A protein-like 1,TCEAL1,22.82498903,24.24517723,22.82168446,21.67590192,23.02820151,23.76729057,23.25508276,23.75480841
Q15172;Q15172-2,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform,PPP2R5A,27.09436269,27.35110746,27.37790752,27.63325623,27.20769297,27.46154564,26.85483662,26.86348796
Q15181;Q5SQT6,Inorganic pyrophosphatase,PPA1,34.27023532,31.74438764,33.82657575,31.34915741,33.37645404,31.58937826,33.09837501,31.95736564
Q15208,Serine/threonine-protein kinase 38,STK38,28.68271089,28.72494428,28.30495578,28.56245451,28.49876413,28.47630123,28.13241814,28.12529104
Q15233;Q15233-2;H7C367;C9JYS8;C9IZL7;C9J4X2,Non-POU domain-containing octamer-binding protein,NONO,33.52332465,33.56433662,33.69509219,33.68039036,33.33577879,33.3772301,33.92539151,33.53878328
Q15257;Q5T949;Q5T948;C9IZ76,Serine/threonine-protein phosphatase 2A activator,PPP2R4,31.48975009,31.30149302,30.76785567,31.08245822,31.27486534,31.41523322,30.41729727,31.40390402
Q15274;C9JCJ5;H3BP73,Nicotinate-nucleotide pyrophosphorylase [carboxylating],QPRT,28.41037863,31.36217793,NA,31.95570399,27.64759918,30.95393638,25.17805267,30.25979469
Q15276;Q15276-2;K7ENJ9;A0A087WZZ3;I3L2B8;I3L456,Rab GTPase-binding effector protein 1,RABEP1,29.3113368,30.44055175,29.46736882,30.00490682,29.52194977,30.36577977,29.09642523,30.06573816
Q15286;F5H157;Q15286-2;E9PQ07;F5H7F8,Ras-related protein Rab-35,RAB35,31.16410942,31.32983128,31.18062275,31.4960039,31.33841132,31.524913,31.46562823,31.37399376
Q15291-2;Q15291,Retinoblastoma-binding protein 5,RBBP5,27.19225293,26.64924499,26.78643695,26.70661911,26.87970215,26.69005831,27.16221352,26.91695515
Q15293;Q15293-2;E9PP27;E9PLM2,Reticulocalbin-1,RCN1,32.15297444,30.85154916,32.68856264,31.16973443,32.05238963,31.0423781,32.59165362,30.73190228
Q15306;Q15306-2;F2Z3D5,Interferon regulatory factor 4,IRF4,31.87433963,26.12553739,25.53412641,23.12163026,30.91541724,NA,30.11147766,26.86808873
Q15311;J3QLT3;E7ENF8;A0A1W2PRI7,RalA-binding protein 1,RALBP1,25.59323267,25.85067025,25.65818184,25.87441146,25.83665467,26.39213095,25.067842,26.46668839
Q15363;F5GX39;E7EQ72,Transmembrane emp24 domain-containing protein 2,TMED2,30.78441015,31.04947136,31.16566747,31.43514589,31.01351796,31.26734969,31.92740637,31.25163574
Q15365;F8VTZ0;H3BSP4;C9K0A2;F8WC71;C9IZV9;C9J7A9;C9JSA6;C9J5V4;C9JTY5;C9JZY3;C9J0A4;P57723-2;P57723,Poly(rC)-binding protein 1,PCBP1,34.2555381,34.18290303,33.9922645,33.90831168,33.82884682,33.986851,33.38856461,34.30728682
Q15366-2;Q15366;H3BSS4,Poly(rC)-binding protein 2,PCBP2,26.11963315,26.05113225,25.62622593,26.13010201,25.52844409,25.61596655,25.06167575,25.65520904
Q15366-6;Q15366-3;Q15366-4;Q15366-7;E9PFP8;P57721-5;P57721-4;P57721;F8VRH0,Poly(rC)-binding protein 2,PCBP2,32.39493967,32.20801289,32.02498613,32.07963199,32.01191978,32.00138752,31.52369853,32.20332337
Q15369;E5RHG8;Q15369-2;R4GMY8,Transcription elongation factor B polypeptide 1,TCEB1,30.64022141,31.09440044,30.40141386,30.98495147,30.94914256,30.96911552,30.39202447,31.14351768
Q15370;Q15370-2;B8ZZU8;I3L0M9;A0A0B4J296,Transcription elongation factor B polypeptide 2,TCEB2,31.98121295,31.82437698,31.5740716,31.77352597,31.61903174,31.93135722,31.27558701,31.8915705
Q15382;C9J931;C9J469;F8WBL3,GTP-binding protein Rheb,RHEB,30.2414996,30.69162314,29.71459953,30.35015912,30.32130745,30.81107524,29.55277796,30.764854
Q15386;Q15386-2;Q15386-3,Ubiquitin-protein ligase E3C,UBE3C,28.54579989,28.9044048,28.47177412,28.74611899,28.33598638,28.30055512,28.04009303,28.83077442
Q15388,Mitochondrial import receptor subunit TOM20 homolog,TOMM20,28.2266487,28.07474767,28.6977993,27.98766433,28.08547521,28.41852423,29.24834789,28.40125108
Q15392-2;Q15392;A0A0A0MTI1;H7C4B7;A0A3B3IRV7;A0A3B3ISR5;A0A3B3ITT9,Delta(24)-sterol reductase,DHCR24,29.82877874,29.89922714,31.62082404,31.40090513,31.47063042,30.92273608,31.76686897,30.5788471
Q15393;Q15393-3;Q15393-2;I3L4G7;J3QL37;H3BMB0;J3QRB2;J3QKV4,Splicing factor 3B subunit 3,SF3B3,32.15478596,32.07657725,32.33404774,32.30217425,31.99003389,32.02680074,32.25766094,32.10271409
Q15397,Pumilio domain-containing protein KIAA0020,KIAA0020,NA,24.98485371,25.46559904,25.70152539,25.38409811,25.79109093,25.8827367,25.62667155
Q15399;D6RAP2;Q9Y2C9,Toll-like receptor 1,TLR1,NA,26.0116719,27.4149813,26.89075912,25.5993188,25.96848944,25.61686401,25.19057735
Q15404;Q15404-2,Ras suppressor protein 1,RSU1,32.2298603,32.46888405,31.82099648,32.45410106,32.53572795,32.58595846,31.76915708,32.7866901
Q15418-2;E9PGT3;Q15418-4;Q15418;Q15418-3;E9PAN7;E9PMM7;Q5SVM6;Q5SVM7,Ribosomal protein S6 kinase alpha-1;Ribosomal protein S6 kinase,RPS6KA1,31.64885942,32.42154193,32.12244265,32.15330672,32.03006129,32.31219197,31.48356515,32.25645229
Q15424;Q15424-4;Q15424-3;Q15424-2;K7EII0;K7ES42,Scaffold attachment factor B1,SAFB,30.12866237,30.64469728,30.91904577,31.06593071,30.78861649,30.78783846,31.30823663,31.01185315
Q15427;Q5SZ64,Splicing factor 3B subunit 4,SF3B4,29.37650062,29.25628918,29.26190288,29.33069693,28.8778608,29.00664654,29.44215474,29.39994824
Q15428;K7EMT0,Splicing factor 3A subunit 2,SF3A2,30.27397664,29.86543623,30.11309357,30.09534402,30.23008943,29.86413768,30.4640219,30.10911269
Q15435;Q15435-2;C9JD73;C9J177;H7C003;Q15435-3;C9JRC4;B5MBZ8;Q15435-5;Q15435-4;H7C118;H7C3Q5,Protein phosphatase 1 regulatory subunit 7,PPP1R7,31.64928783,32.00975274,31.4502709,31.78187263,31.2684656,31.95518433,30.62644876,31.98945879
Q15437;A0A2R8YFH5;Q5QPE1;Q5QPE2;A0A2R8Y633;A0A2R8Y7S7;A0A2R8YF30,Protein transport protein Sec23B,SEC23B,31.93929668,31.86226895,31.90558873,31.74991108,31.98298146,31.62679686,31.32329548,31.9641998
Q15438-2;Q15438;K7ENQ8;Q15438-3;K7ERV8;K7EKA2;K7EJN5;O43739-2;Q99418-2;Q99418;K7ENH6;A0A0D9SFG6;O43739;M0R2J0;F8W8E2;G5E9B7;A0A286YF81,Cytohesin-1,CYTH1,28.97303608,28.32992749,27.71731527,28.4841224,28.69872676,28.24168143,28.38364504,29.09290204
Q15459;Q15459-2;H7C1L2;F8WB66;F8WC79,Splicing factor 3A subunit 1,SF3A1,31.60319809,31.77112669,32.13470242,31.74077398,31.75146822,31.70742572,32.04188874,31.78585259
Q15477;H7C5N0;H7C4L3;B4E0B4,Helicase SKI2W,SKIV2L,29.05760187,29.39339586,29.2645226,29.46172127,29.21768733,29.20081216,28.6508547,28.99668846
Q15526;Q15526-2;A0A087WYS9,Surfeit locus protein 1,SURF1,26.7720318,26.84876161,27.62519491,26.56446201,27.16096422,27.20387176,28.2318296,27.5912791
Q15542-2;Q15542,Transcription initiation factor TFIID subunit 5,TAF5,NA,NA,NA,NA,23.59126484,NA,25.49740942,24.16468969
Q15554;U3KQ35;H3BR06;Q15554-4;J3KSZ6;H3BTA7;J3KSJ9;H3BR37,Telomeric repeat-binding factor 2,TERF2,25.30594734,25.99511465,27.0611607,26.05390998,25.40356886,24.89952104,26.71581079,25.80131662
Q15555-4;Q15555-5;Q15555-3;Q15555;K7EL66;K7ERD8;Q15555-2;M0QX52;K7ENB3,Microtubule-associated protein RP/EB family member 2,MAPRE2,26.57643429,28.59587362,27.65300959,28.50657829,27.60441817,29.03409548,27.33747586,28.8803738
Q15582;H0Y8L3;S4R3C6;H0Y9D7;D6RBX4;H0Y8M8;H0YAB8;H0YAH8,Transforming growth factor-beta-induced protein ig-h3,TGFBI,24.03707904,28.99026387,25.15487527,30.49838372,25.96534394,29.87715872,26.43699906,30.92273608
Q15628;Q15628-2,Tumor necrosis factor receptor type 1-associated DEATH domain protein,TRADD,29.35331784,27.68284482,28.50472341,26.98620002,27.18895641,27.1806346,27.15557024,27.36277364
Q15631;E9PGT1;H7C1D4;Q15631-2;A0A0J9YVW2,Translin,TSN,31.17045094,31.136812,30.77807756,31.10387106,30.8328126,31.1659669,30.3172153,31.23255024
Q15633-2;Q15633;F8VYK6;F8VZZ7;F8VP94;F8VYK3;F8VTT7;F8VZ57;H3BV98;F8VSA1,RISC-loading complex subunit TARBP2,TARBP2,26.26230622,27.20806523,26.23834117,26.8426609,26.61048556,27.44213496,26.20784189,27.22875999
Q15637-4;Q15637-6;Q15637-3;Q15637-2;Q15637;Q15637-5;Q15637-7;F8WEV5;C9J792;H7BZT1,Splicing factor 1,SF1,31.08853646,30.79776565,31.42191808,30.87210241,30.99482881,30.94733206,30.82858204,30.93107538
Q15642-2;W4VSQ9;Q15642-4;Q15642-3;Q15642;M0R0F9;M0R2H7;Q15642-5;M0R070,Cdc42-interacting protein 4,TRIP10,30.33787989,28.86044221,29.33080376,28.15039816,29.75584318,29.04072015,29.79375647,29.69740164
Q15643;H0YJ97;G3V4R7,Thyroid receptor-interacting protein 11,TRIP11,29.235258,28.98980388,29.11763327,29.06059394,29.1242066,29.05646532,29.33698663,28.97934686
Q15646;Q15646-3;Q15646-2;H0YGP3,2-5-oligoadenylate synthase-like protein,OASL,30.20955332,NA,29.74230085,27.325774,30.22630418,NA,30.52701255,26.94670481
Q15648;Q15648-3,Mediator of RNA polymerase II transcription subunit 1,MED1,24.18154477,24.96314021,24.49856633,24.61818115,25.29480975,24.95743899,25.99808835,25.21141126
Q15650;H0YL91;H0YLN7;H3BMU9;H0YK63;H0YKD9,Activating signal cointegrator 1,TRIP4,27.94826545,27.86425577,27.79668319,27.83545042,28.0864373,27.29675367,27.78537713,28.08598165
Q15651;A0A087WZE9;Q15651-2,High mobility group nucleosome-binding domain-containing protein 3,HMGN3,26.31326725,26.57483313,27.25475847,26.89423326,27.82286623,27.32233942,27.16336575,25.08909741
Q15654;H7BZE2,Thyroid receptor-interacting protein 6,TRIP6,28.40766668,27.2649923,27.51344702,28.17645563,27.74496499,27.68244301,27.71653052,27.84176156
Q15669,Rho-related GTP-binding protein RhoH,RHOH,24.53587716,NA,NA,NA,24.75133892,24.5561959,NA,NA
Q15691,Microtubule-associated protein RP/EB family member 1,MAPRE1,32.97857316,32.92911856,32.65352218,32.68409557,32.74593073,32.78532646,32.00537542,33.00617836
Q15714-2;Q15714-3;Q15714;A0A087X0H8,TSC22 domain family protein 1,TSC22D1,25.32947419,NA,26.13912959,NA,NA,NA,NA,NA
Q15717;Q15717-2;M0QZR9;M0R055;A0A494C0F8;P26378-3;P26378;P26378-5;P26378-2;P26378-4;B1APY8;A0A494C015;A0A494C147;A0A0R4J2E6;A0A494C1D9;B1APY9;A0A494C0Q5;A0A494C0M6;B1AM48;A0A494C011;A0A494C173,ELAV-like protein 1,ELAVL1,31.97384354,31.64155701,31.71738882,31.96371764,31.83744441,31.75513484,32.31411154,31.94216661
Q15738;C9JDR0,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",NSDHL,30.38143941,30.50502641,30.59681565,30.70511992,30.63918653,30.64332157,31.21164334,30.12435453
Q15750-2;Q15750,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,TAB1,28.46594928,28.46886464,28.20513108,28.34676104,28.37372417,28.58330197,27.62345164,28.75579544
Q15751;H0YNB1,Probable E3 ubiquitin-protein ligase HERC1,HERC1,NA,24.96596038,NA,26.22841138,23.54851433,25.03435266,24.81826503,26.19151893
Q15758;M0QXM4;Q15758-3;Q15758-2;M0QX44;M0R144,Neutral amino acid transporter B(0);Amino acid transporter,SLC1A5,27.58132772,27.87114778,28.42582416,27.56216334,28.6303774,28.35581886,28.66837636,27.82177204
Q15762;J3QQW1;J3QL19;J3QRQ4;J3QR77,CD226 antigen,CD226,NA,NA,NA,NA,24.39623684,24.44221407,23.82075004,24.6800298
Q15771;H0YDK7;E9PS06;E9PMJ1;E9PI18;E9PJQ5;E9PRF7;E9PNB9;Q15771-2;E9PLM3,Ras-related protein Rab-30,RAB30,26.85697465,26.82735589,NA,26.30033692,27.50286615,26.39610615,26.7568454,26.82880899
Q15785,Mitochondrial import receptor subunit TOM34,TOMM34,29.31900435,28.33564571,24.2846801,27.1823407,29.26129765,28.11540242,27.51005448,27.67633515
Q15796;Q15796-2;B7Z5N5;K7EJX0;P84022;P84022-2;P84022-3;H3BP09;H0YL71;K7ERC7;H3BVD1;H0YMP2;O15198;O15198-2;D6REQ3;D6RD62;K7EL92;D6RDN7;D6RAY1;D6RIZ9;D6RBB4;Q99717;H3BQ00;Q15797;P84022-4;K7ESI8,Mothers against decapentaplegic homolog 2;Mothers against decapentaplegic homolog;Mothers against decapentaplegic homolog 3,SMAD2;SMAD3,26.03376476,29.23553193,25.93346087,28.62658801,27.36377638,29.13025915,26.15079518,28.47626259
Q15800;D6RDP9;D6R952;Q15800-2;D6REA2,Methylsterol monooxygenase 1,MSMO1,25.3348022,26.10551548,26.35595324,27.30895265,26.66438044,26.37213879,27.3723547,26.42664009
Q15811;Q15811-4;Q15811-8;Q15811-9;Q15811-7;Q15811-11;Q15811-3;Q15811-10;Q15811-12;Q15811-2;F8W7U0;Q15811-6;Q15811-5;Q15811-13;A8CTZ0;CON__ENSEMBL:ENSBTAP00000001528;C9JQZ7;D6PAW0;H0Y7J7;H7C429;H0Y523;C9J1A4;H7C3F1,Intersectin-1,ITSN1,20.74164144,28.40815278,NA,28.68618888,22.73999481,28.53560282,NA,28.38935983
Q15813-2;Q15813;A0A2R8Y5Q8;A0A2R8YHI9;A0A2R8Y7E7;A0A2U3TZJ6;A0A2R8YFL4;A0A2R8Y6Q1;A0A2R8YER9;A0A2R8Y4V6;A0A2R8Y809;A0A2R8Y784;A0A2R8YFM3;A0A2R8Y6L2;A0A2R8Y787;A0A2R8Y6G3;A0A2R8Y4P2;A0A2R8Y5H6;A0A2R8Y4E7;A0A2R8Y7H8;A0A2R8Y897;A0A2R8YF12;A0A2R8YFG9;A0A2R8Y597;A0A2R8YH53;A0A2R8Y3S1,Tubulin-specific chaperone E,TBCE,29.07994346,29.34136256,28.80992608,29.13631087,29.25698647,29.50438246,28.67482097,29.6802646
Q15814,Tubulin-specific chaperone C,TBCC,25.70869893,25.83776169,24.39754303,26.00049729,25.82728319,26.46181102,25.63153656,26.59860913
Q15819;G3V113;H0YBP9;H0YBX6,Ubiquitin-conjugating enzyme E2 variant 2,UBE2V2,28.14481863,28.14588769,28.21386936,27.31803466,27.40186139,27.70483967,26.51948857,27.6340876
Q15833;Q15833-2;Q15833-3;M0R0M7;M0R1A1;R4GMY7;M0R118;M0QZ54;M0R0D4;M0R376;A0A087WUN8,Syntaxin-binding protein 2,STXBP2,33.36854031,33.28884564,33.43365447,33.28760781,33.30402557,33.26974782,33.74985115,33.34651801
Q15836,Vesicle-associated membrane protein 3,VAMP3,30.43350525,30.52785152,30.26192529,30.42462341,30.6114005,30.64547055,31.07940946,30.26919047
Q15843,NEDD8,NEDD8,30.26136491,31.0640683,29.38625856,30.53602914,29.78122387,30.93592951,29.52878313,31.17033155
Q15904;A0A0C4DGX8;A6QRJ1;A6NLC6;H7C2Y8;H7C0T7;F2Z3L8,V-type proton ATPase subunit S1,ATP6AP1,30.1185494,30.8724694,30.34752155,30.74943162,30.57569524,31.07667281,31.23117728,31.06964834
Q15907;Q15907-2;M0R2D0,Ras-related protein Rab-11B,RAB11B,33.3155428,33.20139655,33.20606321,33.1608831,33.26206535,33.27586448,33.62385714,33.31635232
Q15910-3;Q15910-4;Q15910;Q15910-5;Q15910-2;G3XAL2;A0A0A0MSY9;Q92800-5;Q92800-4;Q92800-3;Q92800;Q92800-2,Histone-lysine N-methyltransferase EZH2,EZH2,24.7649647,23.89726052,24.81068616,NA,25.05250105,NA,25.83636574,NA
Q15916,Zinc finger and BTB domain-containing protein 6,ZBTB6,NA,24.15661208,NA,23.66492291,23.30145377,26.65061507,NA,24.20761851
Q15942;H0Y2Y8;Q15942-2;C9IZ41;H7C3D3;H7C3R3,Zyxin,ZYX,33.52857357,33.16389955,33.81936036,33.2980274,33.59657131,32.99752317,32.91115453,33.04555485
Q16134;Q16134-3;D6RAD5,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",ETFDH,28.95917052,28.86832427,29.860383,29.13151078,29.20536417,29.00504072,29.82206086,28.2673162
Q16181;E7EPK1;Q16181-2;E7ES33;G3V1Q4;A0A0U1RRE1;A0A0U1RRM2;Q5JXL7;A0A0U1RRH9;A0A0U1RRD1;J3QRT6;O43236-5;Q6ZU15;J3KSZ7;O43236-2;O43236-3;O43236;O43236-4,Septin-7,Sep-07,32.7167758,32.5644502,32.83443354,32.65170593,32.67398328,32.53850579,32.27417109,32.69305747
Q16186;A0A087WX59;A0A087WUX6,Proteasomal ubiquitin receptor ADRM1,ADRM1,29.34686669,29.20011057,29.23528083,29.24714838,28.93912851,29.1669845,28.74611899,29.526882
Q16204,Coiled-coil domain-containing protein 6,CCDC6,29.57670458,30.30932136,29.65461511,29.97035041,29.59395212,29.82455149,29.07770444,30.05374947
Q16401-2;Q16401;F2Z3J2;Q4VXH0,26S proteasome non-ATPase regulatory subunit 5,PSMD5,30.79737915,30.75756084,30.29285443,30.52112609,30.28702979,30.36097531,30.10736759,30.74727207
Q16512;Q16512-2;Q16512-3;K7EM57;K7EL10;K7EKY9;K7EN76;H0Y429;K7ES10;Q6P5Z2,Serine/threonine-protein kinase N1,PKN1,29.98332131,29.72595194,29.42378229,29.56581695,29.45043806,29.5980944,29.1844232,29.75002293
Q16531;F5GY55;Q16531-2;F5H2L3;F5GWI0;F5GZY8;F5GYG8;F5H198,DNA damage-binding protein 1,DDB1,31.92351551,32.03167238,31.90472778,32.04397549,32.0639719,32.00162241,31.76057771,31.98498541
Q16537-2;Q16537;Q16537-3;Q15173-2;Q15173,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,PPP2R5E,26.03473046,28.21761801,27.12060239,28.16211746,28.28964829,28.21210738,27.41264143,28.54107977
Q16539;Q16539-3;B4E0K5;Q16539-5;Q16539-4;B5TY33;E7EX54;H7C4E2,Mitogen-activated protein kinase 14,MAPK14,31.34614811,31.45370869,31.4925223,31.2766411,31.17283675,31.40202409,30.66348153,31.29082397
Q16539-2,Mitogen-activated protein kinase 14,MAPK14,26.19432117,25.8613359,27.0214692,25.94013165,25.57453001,26.11967273,25.54271143,26.34938734
Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,"39S ribosomal protein L23, mitochondrial",MRPL23,27.03170524,27.3672805,26.73492478,27.47599213,26.97158425,27.11545203,28.03789595,27.69132363
Q16543;K7EKQ2;K7EQA9;K7EL68;K7EIU0,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,32.40720068,31.89764136,31.67042083,31.96158041,32.29578532,31.52065788,31.92680574,32.34580454
Q16548-2;Q16548,Bcl-2-related protein A1,BCL2A1,NA,NA,23.93436109,NA,25.52246995,NA,24.08302153,NA
Q16553,Lymphocyte antigen 6E,LY6E,27.92212641,NA,NA,26.07543133,26.59903497,NA,28.1379969,NA
Q16576;Q16576-2;E9PC52;Q5JP01;Q5JP02;C9J7L0;Q5JNZ6,Histone-binding protein RBBP7,RBBP7,29.35034884,29.69102405,29.44843077,29.81883489,29.22306162,29.73810208,29.33383455,29.43428106
Q16581;F5GZE6,C3a anaphylatoxin chemotactic receptor,C3AR1,26.07475788,25.18385554,26.81726494,25.43444014,24.91838904,26.138661,26.18270062,25.32669994
Q16584;Q16584-2;E9PID4,Mitogen-activated protein kinase kinase kinase 11,MAP3K11,NA,NA,NA,24.69821673,24.50542779,24.64333877,23.69996465,25.21508295
Q16610;Q16610-4;Q16610-2;Q16610-3,Extracellular matrix protein 1,ECM1,NA,24.78925104,20.99050842,26.87946846,24.34163826,25.01051991,26.6845847,25.52273932
Q16611;Q16611-2;A0A0A0MRG8,Bcl-2 homologous antagonist/killer,BAK1,28.13814342,27.47220035,29.07991804,27.91621488,28.37658342,27.0910363,29.12846572,26.76774519
Q16643;Q16643-2;Q16643-3;D6R9W4;D6RFI1;D6R9Q9,Drebrin,DBN1,24.86424397,24.95673028,24.52241008,24.72785483,27.35338095,24.70450991,25.68115647,25.25745863
Q16644;C9J8E1;C9JPW3;H7C0G6,MAP kinase-activated protein kinase 3,MAPKAPK3,30.58656254,30.8759146,30.41185389,30.56420032,30.2757535,30.64314951,29.78596948,30.7096457
Q16656;Q16656-4;Q16656-2;C9JP85;Q16656-3,Nuclear respiratory factor 1,NRF1,25.88404192,25.30883117,26.08320418,25.66654909,25.69845521,25.43342167,25.31758623,25.40363387
Q16658;C9JFC0;A0A0A0MSB2;C9JPH9,Fascin,FSCN1,34.95406643,33.64452539,33.65234722,33.56785332,34.3155428,32.03124512,33.97613345,33.42629917
Q16666;Q16666-3;Q16666-2;Q16666-6;A0A0A0MRB1;X6RHM1;H3BM18;H3BR88;H3BVE6;Q6K0P9-4;Q6K0P9-3;Q6K0P9-2;Q6K0P9-5;Q6K0P9-6;X6RHR0;Q6K0P9;H3BR65,Gamma-interferon-inducible protein 16,IFI16,31.70479021,32.38679303,32.93550806,32.63983342,32.44721913,32.60063078,32.37554811,32.37676452
Q16678;A0A087WUQ7;A0A087WW26,Cytochrome P450 1B1,CYP1B1,24.70345415,27.43888752,28.14559621,26.92263684,28.1753614,28.4511262,27.77303857,27.39729821
Q16698-2;Q16698;E5RJG7;E5RFV2;E5RJD2;E5RID6;H0YAW3,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,32.73910462,32.42971969,33.03255935,32.52495969,33.17112235,32.45358605,33.73448877,32.51634321
Q16706;H0YLB9;A0A0C4DGL1;H0YNG5;P49641-2;P49641-1;P49641,Alpha-mannosidase 2,MAN2A1,29.86836843,29.58749278,29.55491969,30.20757662,29.83217881,29.63727007,30.16470887,29.85318639
Q16718;F8WAS3;A0A087X1G1;H7BYD0;Q16718-2;C9IZN5;A0A087WXR5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,29.16801335,29.45138171,30.16314978,29.54246422,29.31492726,29.32154401,30.04231286,29.19048787
Q16719;Q16719-2;A0A087X297;B8ZZA3;A0A087WYM2;A0A087WYQ7;F8WEP1,Kynureninase,KYNU,34.77357509,33.58239594,34.61609805,32.91892141,34.89283737,33.45721172,33.79246155,33.69488469
Q16720-8;Q16720-7;Q16720-6;Q16720-3;Q16720-5;Q16720-2;Q16720-4;Q16720,Plasma membrane calcium-transporting ATPase 3,ATP2B3,26.25812389,26.97048756,25.95138166,26.92739224,26.55843111,26.97465055,26.84625267,27.23626213
Q16740;M0R208;A0A2R8YEF5;M0QYV5,"ATP-dependent Clp protease proteolytic subunit, mitochondrial;ATP-dependent Clp protease proteolytic subunit",CLPP,28.17436159,28.07984176,29.4870013,28.15354229,28.35602883,28.0053888,28.71004,28.07260278
Q16762;B1AH48,Thiosulfate sulfurtransferase,TST,30.00931894,29.42800296,30.3119214,29.63815092,30.27397664,29.43634784,30.5549014,28.7395996
Q16769;A0A3B3IUD5;B5MCZ9;Q16769-2;C9JS14,Glutaminyl-peptide cyclotransferase,QPCT,NA,25.33548386,NA,25.46892677,NA,25.27930508,NA,NA
Q16774;B1ANH5;B1ANH6,Guanylate kinase,GUK1,28.40884113,28.86714618,28.77674496,28.11252199,28.31163996,28.4143362,28.1669127,28.44715015
Q16777;Q6FI13,Histone H2A type 2-C;Histone H2A type 2-A,HIST2H2AC;HIST2H2AA3,34.23435027,34.37211335,34.05350674,34.12863165,33.01830192,34.84567336,33.03483998,35.22029048
Q16795;A0A3B3ISG8;F5H0J3;F5GY40;H3BRM9,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",NDUFA9,31.02815196,31.38442753,31.98563016,31.36369284,31.2693577,31.28521165,31.92386966,30.85712301
Q16799;Q2NKQ5;Q16799-2;A8MT72;Q16799-3,Reticulon-1;Reticulon,RTN1,31.85630686,29.71348558,31.48845776,30.39048778,31.92039525,29.6046656,31.7261875,30.01411683
Q16822;Q16822-3;H0YML5;H0YM31;A0A0A0MS74;Q16822-2;H0YNG4;H0YMA5;H0YMU6;P35558;H0YMY3;P35558-2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",PCK2,33.54627841,33.28898312,34.06511219,33.24629341,33.5120627,32.93317028,34.86944809,33.26570216
Q16827-4;Q16827-3;Q16827-2;Q16827,Receptor-type tyrosine-protein phosphatase O,PTPRO,NA,26.97213228,NA,27.62909221,27.13897341,27.65068354,26.79525928,27.37310185
Q16831;C9J486;C9JIP2;B4DND0;F8WD51;C9K0J2,Uridine phosphorylase 1,UPP1,31.84078664,29.5875822,32.0792187,29.99980943,32.17396862,29.47581824,30.95954366,29.40718042
Q16842,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2",ST3GAL2,NA,NA,NA,NA,23.94037812,NA,NA,NA
Q16851;A0A087WYS1;E7EUC7;C9JQU9;C9J6Q0,UTP--glucose-1-phosphate uridylyltransferase,UGP2,34.56518822,34.17823495,33.94384391,33.85804989,34.29028844,33.96619561,34.11659883,34.05480085
