Table S4: Log2 LFQ data of proteomes of resting and activated CD8+ T cells. Related to Figure 5A.,,,,,,,,,,,,,,,,,,,,,
Protein.IDs,Protein.names,Gene.names,LFQ.intensity.CD8TCellnaive_01,LFQ.intensity.CD8TCellnaive_03,LFQ.intensity.CD8TCellnaive_04,LFQ.intensity.CD8TCellnaive_05,LFQ.intensity.Naive_T013_CD8_12h,LFQ.intensity.Naive_T016_CD8_12h,LFQ.intensity.Naive_T017_CD8_12h,LFQ.intensity.Naive_T013_CD8_24h,LFQ.intensity.Naive_T014_CD8_24h,LFQ.intensity.Naive_T015_CD8_24h,LFQ.intensity.Naive_T009_CD8_48h,LFQ.intensity.Naive_T013_CD8_48h,LFQ.intensity.Naive_T016_CD8_48h,LFQ.intensity.Naive_T015_CD8_72h,LFQ.intensity.Naive_T016_CD8_72h,LFQ.intensity.Naive_T017_CD8_72h,LFQ.intensity.Naive_T008_CD8_96h,LFQ.intensity.Naive_T016_CD8_96h,LFQ.intensity.Naive_T017_CD8_96h
Q08379;Q08379-2;B7ZC06;H0Y7B8;A8MZ06,Golgin subfamily A member 2,GOLGA2,26.59548241,26.62547364,26.64141059,26.50391258,26.63561052,26.4917791,26.63519534,27.0510285,26.81164182,26.72286172,26.46369848,27.04186917,26.92138879,27.40997418,26.41299669,27.80544327,26.75149216,26.59420134,27.11078102
Q08380;K7EP36;K7EKQ5;K7ES75;K7EN99;K7ERZ6;K7EJY8;K7EJD3;K7EQT9,Galectin-3-binding protein,LGALS3BP,26.32767667,27.06465939,27.16499651,26.53146654,26.34935359,26.04176475,26.54313935,26.96102146,26.82323078,27.24508653,27.03810534,25.76607754,26.92059401,28.63204297,27.42109545,28.74297538,28.12991538,27.58096847,28.4362684
Q08426;Q08426-2,"Peroxisomal bifunctional enzyme;Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase;3-hydroxyacyl-CoA dehydrogenase",EHHADH,22.53945514,22.92159763,22.68071664,22.58405506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q08554-2;Q08554;J3QRL9;Q14574-2,Desmocollin-1,DSC1,27.71522166,25.58623324,23.00418891,22.61414187,22.68652019,21.64063859,NA,NA,22.83057014,22.15168179,25.17424729,NA,NA,NA,NA,NA,22.54295344,NA,NA
Q08623;E7EVH9;Q08623-3;Q08623-4;Q08623-2,Pseudouridine-5-monophosphatase,HDHD1,27.16106036,27.29684117,27.14744127,27.89139667,27.41078296,27.38046952,27.68772455,27.51577947,28.0450503,27.48577367,27.27453214,26.86183281,26.76078389,27.10339587,27.14180156,27.1153528,27.35783332,26.55353251,26.86277884
Q08722;Q08722-3;Q08722-2;Q08722-4;H7BYS8,Leukocyte surface antigen CD47,CD47,29.99280474,28.29762845,26.78755827,29.34908357,28.42366209,28.0557933,28.49346745,27.96212536,28.09536917,27.79538316,26.52914444,27.39868499,27.33056872,25.44110607,27.90724461,26.64910791,26.55637133,26.85922803,27.28515652
Q08752;H0Y8J0,Peptidyl-prolyl cis-trans isomerase D,PPID,27.75964157,27.00431752,28.27719558,28.62606576,28.94173298,28.78659274,28.63878964,29.22510919,29.19213532,29.21261765,28.7659132,29.27164119,29.14598484,30.36118453,29.47686129,30.76390481,30.22043464,29.54940332,30.76990585
Q08881;E5RJY4;E5RFR5,Tyrosine-protein kinase ITK/TSK,ITK,25.48897866,26.37487684,26.49287943,26.76116447,26.69816373,26.40684805,26.97004865,26.90999303,27.05744693,27.38927776,26.652531,26.60681996,26.50703218,24.52904015,26.44722111,23.32127304,24.97184733,26.66939051,24.75057247
Q08945;E9PMD4;E9PPZ7,FACT complex subunit SSRP1,SSRP1,30.77635278,31.09093538,30.91847719,30.42892146,30.77956548,30.77933064,30.44933636,30.85845753,30.8198552,31.03354424,30.96216674,31.07163143,31.16626627,30.2841638,31.39012898,29.79821387,31.21980023,31.32983128,30.15460491
Q08999;B7Z913;F5H837;J3KSF7,Retinoblastoma-like protein 2,RBL2,26.31851743,25.8225259,25.4452488,25.62000073,24.67422158,24.59696134,24.75041913,24.43891924,24.29607097,25.30267434,NA,23.55062937,24.21719272,NA,NA,NA,NA,23.33619925,23.73861431
Q08AF3;B4E128;Q08AF3-2;Q8IYM2;K7EJJ3;REV__H7C1F2;REV__E7ETZ7;REV__H0Y3R4;REV__Q9C0A6-2;REV__Q9C0A6-3;REV__Q9C0A6;REV__E7EWN3;REV__Q8IZD2-6;REV__Q8IZD2-5;REV__Q8IZD2-2;REV__Q8IZD2-7;REV__Q8IZD2,Schlafen family member 5,SLFN5,31.57398134,31.54051638,31.50204099,31.9226652,31.58566751,31.7962964,31.76224222,31.35662708,31.54462131,31.59725979,29.87519692,30.80485887,30.94251621,28.9744591,31.06400403,28.31358729,28.43535456,30.81184084,29.95476847
Q08AG7,Mitotic-spindle organizing protein 1,MZT1,22.9268179,22.84030463,22.83505038,23.05457252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q08AM6;H3BUU8;B3KSM8;H3BQD9;H3BN23,Protein VAC14 homolog,VAC14,27.30652109,27.60194156,27.45802868,27.78861649,27.96218053,28.09118766,27.90506505,27.95831331,28.05009442,28.27812662,26.75582727,27.53986036,27.90804677,27.09707859,27.80716435,26.97213228,26.89330764,27.33509195,27.22765883
Q08J23;Q08J23-2;G3V1R4;D6RAS3,tRNA (cytosine(34)-C(5))-methyltransferase,NSUN2,30.16038726,30.23785815,30.04100749,30.45149962,30.61850674,30.53222488,30.29526531,30.73924549,30.69187269,30.76888112,30.24240853,30.77431175,30.64263322,29.62167133,30.49476484,29.56192671,30.13320243,30.22492526,30.00624526
Q09028;Q09028-3;Q09028-4;H0YF10;H0YCT5;H0YDK2;B4DRT0;H0YEU5;E9PNS6;E9PNS2;C9JPP3;E9PIC4;C9JAJ9;C9J959;E9PND5,Histone-binding protein RBBP4,RBBP4,30.08777808,30.22745227,30.27052774,29.99077781,29.7581965,30.30018416,30.10998444,29.97295394,29.61967897,30.68009689,30.48231535,30.45972962,30.34445592,31.44519748,30.91612944,31.30231046,30.91776616,30.86879524,30.86828011
Q09028-2,Histone-binding protein RBBP4,RBBP4,NA,NA,NA,NA,22.42118857,21.97232076,NA,NA,NA,NA,22.14945068,NA,NA,22.64213809,NA,22.34765164,21.91130128,NA,NA
Q09161;F2Z2T1,Nuclear cap-binding protein subunit 1,NCBP1,29.96444082,29.77163834,29.65816141,29.94251621,29.90555287,30.22020398,30.0759719,29.97322772,29.73264637,30.00905193,29.29524342,29.61955655,30.01105335,28.63985928,30.21928095,28.53285652,29.48381498,30.04205188,29.0589697
Q09328,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",MGAT5,NA,NA,NA,NA,NA,NA,NA,21.25020356,22.50627562,NA,NA,NA,21.41204051,NA,NA,NA,NA,NA,NA
Q09472,Histone acetyltransferase p300,EP300,23.290668,24.31028826,23.79263065,24.10213463,23.36653033,23.91469899,23.89550502,23.67432936,23.52061293,24.69927633,23.00228418,24.19136832,24.14879929,23.80518493,24.16430606,23.18171158,23.07755572,23.75480841,23.90426122
Q09666;E9PLZ1;E9PJZ0;E9PKR9;E9PJC6;E9PLK4;Q09666-2;E9PQE3;P48552,Neuroblast differentiation-associated protein AHNAK,AHNAK,33.0892313,32.77548962,32.13170088,32.36939865,32.47882462,32.34976379,32.53753415,32.21013418,32.18553421,31.91833501,30.35992874,31.04218237,30.58378615,30.36515401,30.36421486,31.09213334,29.50835522,30.24184052,31.01178651
Q0PNE2;Q0PNE2-2;C9J9N8;C9JEX8;C9IYN7;C9JLH5;C9JA82;C9J2D6;F8WE64;H7BZM9,Elongator complex protein 6,ELP6;C3orf75,24.2408903,24.71560135,24.56575522,25.48465255,25.63289583,25.02715548,25.31375161,25.34007665,25.73688682,25.86811229,24.73086314,25.32268325,25.71313811,25.67699416,26.02252783,24.71040792,25.43294402,25.40707504,26.0126525
Q0VDF9;H7C2A1;B0YIZ1,Heat shock 70 kDa protein 14,HSPA14,27.4342015,27.45104757,27.23917924,27.89104895,27.77868857,27.6416173,27.63803005,28.02268655,28.15778807,28.02722931,28.4469136,28.55226494,28.44576975,29.64158285,28.16782199,29.47094067,29.08263586,28.03841937,29.16072385
Q0VDG4;Q0VDG4-2;F8W0M9;C9JID8,Secernin-3,SCRN3,NA,NA,NA,NA,23.95331478,24.12115595,23.21877488,24.55642981,24.06151095,24.41338414,23.4290532,23.85699839,23.41828294,24.22574817,24.2242031,23.46861609,24.25702694,23.77966566,24.13758657
Q0VGL1;C9JXA7,Ragulator complex protein LAMTOR4,LAMTOR4,24.94391376,24.78346749,25.5263261,25.71319057,24.18971057,24.07846813,23.27127608,24.78181793,23.40262593,23.79748738,23.5092995,NA,NA,25.01473938,23.54344914,25.79302774,25.47314536,25.20780466,24.46544335
Q10469,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT2,24.33647169,24.37345038,23.91378642,NA,23.27951763,24.39695539,23.76101225,24.40373137,24.41776806,24.92696263,23.56185754,24.77851313,24.64801081,23.51460619,25.07557414,22.75417636,24.43936321,24.91287326,24.3607828
Q10567;Q10567-2;C9J1E7;H7C034,AP-1 complex subunit beta-1,AP1B1,24.15220808,24.1135457,23.66427192,23.72181931,24.85695091,23.13345331,25.01448401,23.57922846,24.12581325,25.48034425,23.33087641,23.14990028,25.76499,25.06270529,25.82410531,24.00573144,24.15065963,25.83463095,23.94592386
Q10567-3;Q10567-4,AP-1 complex subunit beta-1,AP1B1,30.53482399,30.59254495,30.61394874,30.84894065,30.63183488,30.55105495,30.80015966,30.71276433,30.74278269,30.93522702,29.98005544,30.83326514,30.89663133,31.34000446,31.07552569,31.55398651,30.95171514,30.85117681,31.51709451
Q10570;E9PIM1,Cleavage and polyadenylation specificity factor subunit 1,CPSF1,29.73861753,29.68473517,29.83468218,29.44582894,29.23685514,29.32384305,29.20499121,29.26758411,29.23082239,29.21368399,28.84272084,29.12472428,28.94768041,28.54671999,29.04643008,28.52211819,28.8465217,29.35911189,28.78147403
Q10589,Bone marrow stromal antigen 2,BST2,25.44151772,23.56952652,24.89462647,23.70851476,23.49814021,23.62934239,24.21467545,23.44695303,24.1176729,23.67594498,24.5978707,25.26795908,23.38020527,25.34678639,24.54445181,26.26586867,26.23759379,25.00615963,25.6948739
Q10713;B4DKL3;Q5SXN0;Q5SXN9,Mitochondrial-processing peptidase subunit alpha,PMPCA,28.76014938,28.64663825,28.58308673,28.4687093,28.16211746,27.99900293,28.40973146,28.38689579,28.23548628,28.30160204,28.6631252,28.8549852,28.73608684,29.32377864,29.14625196,29.50699436,29.27608641,28.9247051,29.57099973
Q11201;E5RH34;E5RHV6,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",ST3GAL1,NA,NA,NA,22.65399088,NA,NA,22.7416003,20.85847888,NA,20.77844294,NA,23.29361758,NA,NA,23.98207027,NA,NA,23.10171797,NA
Q12765;Q12765-2;Q12765-3;B4DIV7;C9K052;B8ZZP4;C9J7U9,Secernin-1,SCRN1,27.07918055,26.65458097,26.34675258,27.19027592,26.40675075,27.06383694,26.33178199,26.72273146,26.24749702,26.61582627,26.24838408,25.93044102,26.12000906,25.50023916,25.92157039,25.88971524,25.91882121,25.43004285,25.5720449
Q12768;E7EQI7;H0YAY2;E5RFU6,WASH complex subunit strumpellin,KIAA0196,27.31949972,27.09798275,26.93966099,27.11306872,27.84816464,27.70385015,27.96096624,27.53504656,27.07357349,28.15373555,26.07443125,27.6078783,27.6114005,26.54403903,27.93083576,26.23392418,26.82662878,28.01329166,27.44371643
Q12769;G3V198;E9PR16;Q12769-3;E9PSI3;Q12769-2,Nuclear pore complex protein Nup160,NUP160,29.50646479,29.27039407,29.44663758,29.40543664,29.14942936,29.28716193,29.32457283,29.24816689,29.18900356,29.72945702,28.63003016,29.5786132,29.51419984,29.6907577,29.72116742,29.32688848,29.33453797,29.60392319,29.68945856
Q12778;P98177;A8MYZ6;P98177-2;A6NCE0,Forkhead box protein O1,FOXO1,25.65075201,26.02221032,26.08972379,26.09970914,25.39348997,25.59829676,26.7720318,25.92381583,26.36339208,26.4363955,NA,25.45913941,25.68765782,26.30832778,25.56110005,26.14761595,24.59502705,25.3631581,24.99748549
Q12788;J3KNP2;H3BTN4;H3BN88,Transducin beta-like protein 3,TBL3,29.432948,29.48916629,29.4177399,29.39603264,29.3344101,29.47208412,29.55512089,29.76455349,29.89094752,30.07609936,29.47235531,29.89327871,29.75138043,29.77534833,29.59094017,29.32536657,29.53133267,29.40293896,29.44423003
Q12789;Q12789-3;H3BU37;I3L1Z3;H3BU55,General transcription factor 3C polypeptide 1,GTF3C1,26.99722704,27.01307864,27.53578819,27.13075012,26.67761255,26.82759817,26.6285361,26.782318,26.71384607,27.00260181,26.46852287,27.32156551,26.87783155,22.63404881,27.15025288,24.03136871,27.1229733,27.41506192,25.00170025
Q12792;Q12792-3;Q12792-4;F8VS81;F8W1Q9;F8VRG3,Twinfilin-1,TWF1,26.54864661,26.62839703,26.56845416,26.47932684,26.76167175,27.01201305,26.99377665,27.04343453,27.27257583,27.4308564,26.83833894,26.78494051,26.87079515,24.21014812,27.01275904,23.97026812,26.33082513,26.917069,25.75478293
Q12800;Q12800-4;F8VWL0;F8VX55;Q12800-2;Q12800-3;Q9NZI6;C9JWL3,Alpha-globin transcription factor CP2,TFCP2,27.03107419,27.00002442,26.84469734,27.18205649,27.34739483,27.17750151,27.14889624,27.75703622,27.47560567,28.24172689,26.34577177,26.82905104,27.60999265,27.32603126,27.56128946,27.46123337,26.90850495,27.02622691,27.24199958
Q12802;Q12802-2;Q12802-4;H0YMW2;A8MYJ1;Q12802-5;H0YLH1;H0YK84;H0YK18,A-kinase anchor protein 13,AKAP13,28.52047056,28.82974668,28.76208378,28.69968671,28.83887989,28.64725606,28.67905667,28.70401512,28.44039334,28.54196597,27.60102059,28.32242538,27.98234232,27.91957151,26.97596269,27.78973611,27.38352145,27.49342928,27.25574912
Q12805;Q12805-2;Q12805-4;Q12805-3;B4DW75;Q580Q6;C9JUM4;C9JQX7;C9J4J8;C9JPZ9,EGF-containing fibulin-like extracellular matrix protein 1,EFEMP1,NA,NA,NA,NA,18.77526304,18.57255961,18.39410258,NA,NA,NA,25.24648257,NA,NA,NA,NA,NA,NA,NA,NA
Q12824;Q12824-2;G5E975;B5MCL5;C9JTA6,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,SMARCB1,26.74406679,26.93359593,27.17016438,26.89988977,27.46863162,27.23498403,27.43753887,27.74072573,27.11197505,27.4972419,26.84828405,26.9599167,26.96939003,26.2128959,27.39819569,25.77286244,26.83918033,27.52813107,26.42294069
Q12830;Q12830-4;Q12830-2;E7ETD6;F5GXF5;E9PE19;J3QQK4;J3QQQ8;J3KSK9;F5H176;J3KSY0,Nucleosome-remodeling factor subunit BPTF,BPTF,26.87677828,27.42358196,27.0517546,27.12898187,27.06999398,26.92297704,26.43607774,27.01243938,27.0437474,27.27524287,25.91385488,26.66180093,26.73156246,24.47091352,26.95293725,24.05523477,25.27884445,26.21619374,25.86797095
Q12834,Cell division cycle protein 20 homolog,CDC20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.52019327,24.26262881,23.98676422,NA,23.95889958,NA,23.14667246,24.58497259,NA
Q12840;J3KNA1;O60282-2,Kinesin heavy chain isoform 5A,KIF5A,NA,25.49877934,25.85352849,25.55417685,NA,25.5515684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.91040485,NA,NA
Q12846;C9JFM5;A8MXY0;H3BMK2,Syntaxin-4,STX4,27.61280698,27.70114198,27.95842395,26.99571851,26.10481596,26.41202759,26.44248303,26.00949515,26.3037023,25.68139778,26.46773029,26.28825822,26.24301719,25.3527582,25.94440538,25.84773467,26.2520352,26.51647096,25.71203616
Q12849;F5H5I6;H0Y8R1;H0YAK1;Q12849-5;H0YAM1,G-rich sequence factor 1,GRSF1,26.41100934,27.10159375,25.97963034,25.40112899,28.00945243,27.76528094,27.57065599,28.52544518,28.7200259,28.91005024,28.92939726,29.1377771,28.72387083,29.40981237,28.83047222,30.18020776,29.29213038,28.88206615,29.49731805
Q12851;Q86VU3;C9JCU6;H7C208;F2Z2B3;F8WCP4;B4DSS3;F5H5A3,Mitogen-activated protein kinase kinase kinase kinase 2;Mitogen-activated protein kinase kinase kinase kinase,MAP4K2,26.46617494,26.94491916,26.57341802,26.85067025,26.13674601,26.01024244,26.46696838,26.05399281,26.39460242,26.49972231,24.76739161,25.76037784,26.02953747,25.68928525,26.20679916,25.19388897,25.04243289,26.11905921,25.79292848
Q12872;Q12872-2;F5H5X1;F5H1A5;H0YFR9,"Splicing factor, suppressor of white-apricot homolog",SFSWAP,26.14763535,26.21434195,26.09230728,26.22466311,26.12137337,26.16146407,25.72009768,26.18088116,26.47151832,26.69962053,25.45644717,26.46374524,25.93201934,27.03506621,27.0115866,27.01201305,25.8497401,26.92739224,26.66084942
Q12874;E7EUT8,Splicing factor 3A subunit 3,SF3A3,29.80103903,30.19882344,30.46295003,30.02788841,30.1639895,30.44756401,30.48231535,30.31818555,30.16038726,30.6397903,30.21708638,30.36786369,30.47218098,29.83128801,30.647359,29.45395394,30.47101822,30.52224918,29.92252343
Q12882;Q12882-2;B4DML1,Dihydropyrimidine dehydrogenase [NADP(+)],DPYD,28.34176549,28.36022186,28.31980117,28.97814694,28.12479821,28.33534755,28.58064507,28.04978292,28.27306515,28.464392,26.57542476,26.9821791,27.06342553,26.50197078,27.29622854,26.77630571,26.62086773,27.86838315,27.59284787
Q12894;Q9UJ88;H7C2Z4;H7C444,Interferon-related developmental regulator 2,IFRD2,24.60935867,25.27259362,24.98381055,24.82468805,25.06624131,25.07520688,25.70701424,24.96723646,25.65597328,25.83096175,24.83638982,25.78116758,25.152827,23.64779128,25.27990723,23.15619544,23.68056642,24.31672347,24.03431067
Q12899;A2AE48;A2AE51;Q5SPU2;A2AE50,Tripartite motif-containing protein 26,TRIM26,26.46475811,26.39045908,26.52650521,26.31138011,25.86270791,25.40243077,25.62992598,26.08622468,25.76091076,25.30876174,25.89758367,26.20665013,25.51068836,24.89296038,26.15466285,24.43891924,24.63023157,26.2001901,25.00298803
Q12904;Q12904-2;D6R937,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,29.25887419,29.37256228,29.26248545,29.63701089,28.90219218,29.02202508,28.92524293,29.38504499,29.04390381,29.53469415,29.35726704,29.62505553,29.61296512,30.80777853,29.35621778,30.62453272,29.78186482,29.35129705,29.5228478
Q12905,Interleukin enhancer-binding factor 2,ILF2,31.95254851,32.18984015,32.09622413,31.93522702,31.74627119,31.93736853,31.89843447,31.62914433,31.73811819,32.17542684,31.22911539,31.69884265,31.74827226,31.5134282,32.05959512,31.12065183,31.31996263,31.69515443,31.33527301
Q12906;Q12906-5;Q12906-2;Q12906-3,Interleukin enhancer-binding factor 3,ILF3,26.84792578,27.18631377,27.10729275,26.66844399,26.67465262,26.67559508,26.39118051,27.14335955,27.03191553,27.39582841,26.84134167,26.8086993,26.83990114,26.72741343,25.91250784,26.94122926,26.30754632,25.85863538,26.36606336
Q12907;D6RBV2;D6RIU4;D6RDX1;D6RBH1,Vesicular integral-membrane protein VIP36,LMAN2,30.02022432,29.81615123,29.91684128,29.51440679,29.51376702,29.52378265,29.47900297,29.74760821,29.71636698,29.82520381,28.88264925,29.32729548,29.26932425,27.28144688,29.72274774,27.12543885,28.50578364,29.47547039,28.21794151
Q12912;Q12912-2;F8W9L6;F5H006;F8VRE4;G3V513;G3V3C2;H0YJ39;G3V2F6;H0YJC6,Lymphoid-restricted membrane protein;Processed lymphoid-restricted membrane protein,LRMP,29.65242843,30.89294591,31.94834204,31.72825716,28.86189196,28.69637383,28.51852092,28.95243742,28.93249813,29.44389423,25.1854066,28.4342015,28.65194965,NA,28.42209859,24.74888484,NA,27.62219518,27.81543372
Q12913;Q12913-2;E9PPH3,Receptor-type tyrosine-protein phosphatase eta,PTPRJ,23.81470058,22.7700565,22.90012017,23.38890019,24.06718552,23.04164779,24.18071047,24.59997139,24.87909447,24.66746978,24.03607297,24.9238385,24.94810946,NA,24.69476765,23.09580778,NA,24.40509575,23.56790317
Q12931;F5H897;I3L0K7;I3L239;I3L2D5;I3L253,"Heat shock protein 75 kDa, mitochondrial",TRAP1,29.17911638,29.39486814,29.12450244,29.26827595,29.26353796,29.61880426,29.3711086,29.51585465,29.92337382,30.0604651,30.11222369,30.39447977,30.58486151,30.80031397,30.62522975,30.59805889,30.87978977,30.52775833,30.83808341
Q12933;Q12933-3;Q12933-2;Q12933-4;B1AMX9;B1AMX7;B1AMX8;B1AMY1,TNF receptor-associated factor 2,TRAF2,23.79054418,NA,NA,24.64008691,25.15162761,25.52273932,25.29991788,26.218616,25.97882338,25.77130146,25.34523034,25.42495972,24.9363396,25.15332967,26.18078634,24.8250764,25.21881921,26.13903198,25.12435453
Q12955;Q12955-5;Q12955-4;B1AQT2;H0Y3A4;H0Y951;H0YA66;H0YAH5,Ankyrin-3,ANK3,NA,NA,NA,NA,NA,NA,21.69960465,NA,20.84598001,NA,22.50726815,20.9085187,21.14749562,21.89877407,NA,22.21617154,NA,22.47392568,22.51758866
Q12959;Q12959-2;Q12959-5;Q12959-3;Q12959-6;Q12959-4;Q12959-7;Q12959-8;Q12959-9;E7EQD7;B4E2H8;H7C166;C9J110;F2Z2L0;C9IYP1;C9JUA9;C9JN61;C9JCP6;A8MUT6,Disks large homolog 1,DLG1,24.97013644,25.01043454,25.29393325,24.96393394,25.89612893,25.35511313,24.97941229,25.6270892,26.15166631,25.4129321,25.6082027,25.06710344,25.14094395,26.29544049,24.60546415,26.62519491,26.01639821,25.42937252,26.24775052
Q12962,Transcription initiation factor TFIID subunit 10,TAF10,26.61231487,26.97136498,26.96697254,27.05144346,26.27145419,26.08648792,26.78156783,26.22009325,26.61147086,26.11245239,25.9534258,26.64965615,26.20815829,26.90150184,26.59690449,27.14043694,26.44575397,25.79071817,26.30455548
Q12965;H0YLE5;H0YN00;H0YLJ4,Unconventional myosin-Ie,MYO1E,NA,NA,NA,NA,25.13793829,25.09780196,25.11806913,25.111,24.83518534,24.3859419,24.90485839,25.26198355,25.02060055,25.36021348,24.69736849,25.99727012,24.44903325,25.17462828,24.69349206
Q12968-5,"Nuclear factor of activated T-cells, cytoplasmic 3",NFATC3,24.66101258,25.30295318,25.08662964,25.77104953,26.0367228,25.81738694,26.31522103,26.09166184,25.85016947,25.59200665,25.21811709,25.16970576,25.68129054,26.11032304,25.41686658,26.05444832,24.8905504,25.66987705,26.02204096
Q12972;Q12972-2;Q12972-3,Nuclear inhibitor of protein phosphatase 1;Activator of RNA decay,PPP1R8,28.39513381,28.11222369,28.15769171,28.26373942,27.70589442,27.95687427,28.17064195,27.98771853,27.78050442,28.23297331,28.32808773,27.79754923,27.90649934,28.45316901,28.20050818,28.62037836,28.43801501,28.14807194,27.96708251
Q12974;Q12974-3;E9PMY3;E9PML8;E9PJC0;E9PRR9;Q12974-2;Q93096;Q5TCM7;E9PL34,Protein tyrosine phosphatase type IVA 2,PTP4A2,26.41796116,26.08786405,26.0543034,25.94384671,26.41913531,26.08403596,26.06235533,26.46446212,26.99312878,26.80316583,25.92512972,26.53259647,26.61133014,26.0248752,26.82055529,25.30681657,25.10089232,26.54343439,25.97969575
Q12979-2;Q12979;Q12979-4;B7Z683;Q12979-3;I3L2P5;I3NI05;I3L3W0;I3L434;I3L1U8;I3L4Y1;I3L379;I3L0R7,Active breakpoint cluster region-related protein,ABR,26.51731232,26.27714236,25.35326315,26.38169107,27.12386138,27.17226451,27.35800107,26.58190232,26.69948816,27.25466838,25.11882165,24.72155859,26.09826393,25.56822219,26.93966099,24.87253399,25.70231834,26.99539505,26.33694833
Q12980;H7BXG2;A8MVF6;F8WE46;F8WEK2;F8WEK7;B1B1F5,Nitrogen permease regulator 3-like protein,NPRL3,23.89753751,23.39348997,23.08692923,24.30250004,24.37026064,23.98572244,24.75414577,24.92510708,24.62689431,25.14020288,24.77515049,25.21992713,24.24416114,23.13157064,24.74458012,24.57871036,25.03749802,24.26963637,23.75531793
Q12981;Q12981-1;Q12981-2;Q12981-3,Vesicle transport protein SEC20,BNIP1,28.04202578,25.52704239,25.75470649,26.59249148,26.78568893,26.70688254,26.77668222,26.07187688,26.4089221,25.94766369,27.50604857,27.71548352,26.87759756,26.85673725,26.96035871,26.16955286,27.47992812,26.3688962,27.08365056
Q12986;Q12986-2;Q12986-3,Transcriptional repressor NF-X1,NFX1,NA,NA,NA,NA,23.51605009,22.98995434,23.19862489,23.17334775,22.99343115,22.22931758,22.94288529,23.74242293,22.72334097,NA,23.31520375,22.49245468,NA,23.61166784,NA
Q12996;E9PLP8;H0YE74;Q12996-2;Q12996-3;E9PJ06,Cleavage stimulation factor subunit 3,CSTF3,29.0339905,28.95079788,28.81805775,28.92249507,28.74826426,29.02067472,28.87481597,28.84828405,28.89038225,29.05698204,28.26780732,28.57812728,28.68775792,28.04879607,28.8929025,27.4326892,28.25921103,28.66438044,28.19676164
Q13011;M0R248;M0QZW4;M0QXS7;M0R280;M0R1A2,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",ECH1,31.75883187,31.28234204,31.5271058,31.20384843,29.87831405,29.97896518,29.90641332,29.59853814,29.64373442,29.97937412,30.11656785,29.76040322,29.65657688,29.63290969,29.45238366,30.24274923,29.59036915,29.68207459,30.26740551
Q13015,Protein AF1q,MLLT11,21.13689852,21.22087188,21.91020353,NA,22.43547697,22.15230094,23.08723686,23.71324302,23.06626595,23.10892831,23.72129782,24.1418795,23.94975762,25.76207744,24.14569337,26.01322776,25.90834461,23.83951675,25.0852118
Q13017;Q13017-2,Rho GTPase-activating protein 5,ARHGAP5,NA,NA,NA,NA,22.55463944,23.32690562,22.86772592,22.56734617,22.72903816,22.76953199,22.35589949,22.64010899,22.52171545,NA,23.97105794,NA,NA,22.73611781,NA
Q13029;Q13029-2;Q5THJ1;Q13029-3,PR domain zinc finger protein 2,PRDM2,23.2015592,24.90467468,24.53403733,24.00521745,23.6748681,24.17615123,24.60665055,23.87079515,22.78700021,23.64306348,NA,23.43644316,22.747144,NA,22.8340474,NA,NA,22.76769469,NA
Q13033-2;Q13033;G3V340;G3V3G7;H0YJZ4;H0YJT2,Striatin-3,STRN3,25.97465055,26.64705015,26.55504041,26.04870255,25.62725622,25.67699416,25.78571387,25.79956384,24.99403571,26.33674408,25.45309049,24.45732426,26.30453807,26.45898302,25.22497584,26.56111462,25.16599325,24.97993555,25.58029285
Q13042;Q13042-3;Q13042-2;Q5T8C6;Q7Z651,Cell division cycle protein 16 homolog,CDC16,25.86143056,26.15865499,26.22987863,26.17399959,26.70688254,26.68431716,26.99927181,26.88192033,26.90506505,26.81384479,26.38228496,27.36569635,27.17854663,26.82529481,27.26785196,26.61076714,26.64883371,27.3316795,26.74239723
Q13043;F5H5B4;Q13043-2;Q8NBU1;E5RFQ9;E5RIM6,Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit,STK4,30.89742499,30.8730564,30.7468718,31.03341296,30.68929192,30.83778274,30.87818247,30.87371649,31.00871808,31.16104834,30.44884426,30.84871684,31.03098213,30.31958585,30.16482873,30.90275284,30.13565058,30.14795068,30.47556702
