biosequence_name,biosequence_accession,biosequence_gene_name,is_covering,pct_coverage,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,n_distinct_synpeptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name,gene
P56385,P56385,NA,C,NA,canonical,0.999,0,27,0.153,5,NA,NA,NA,NA,NA,NA,NA,NA,P56385,1939,3,NA,NA,NA,"nP20K \PName=ATP synthase subunit e, mitochondrial isoform Iso 1 \GName=ATP5ME \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=69 \SV=2 \EV=181 \PE=1 \ModResPsi=(34|MOD:00064|N6-acetyl-L-lysine)(66|MOD:00046|O-phospho-L-serine) \VariantSimple=(3|L)(4|R)(5|E",Homo sapiens,ATP5ME
Q9Y2X7,Q9Y2X7,NA,C,NA,canonical,0.999,0,16,0.009,5,NA,NA,NA,NA,NA,NA,NA,NA,Q9Y2X7,4183,52,NA,NA,NA,nP20K \PName=ARF GTPase-activating protein GIT1 isoform Iso 1 \GName=GIT1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=761 \SV=2 \EV=217 \PE=1 \ModResPsi=(23|MOD:00046|O-phospho-L-serine)(36|MOD:00046|O-phospho-L-serine)(46|MOD:00046|O-phospho-L-serine)(,Homo sapiens,GIT1
Q8TD06,Q8TD06,NA,C,NA,canonical,0.999,0,37,0.084,5,NA,NA,NA,NA,NA,NA,NA,NA,O95994,956,12,NA,NA,NA,nP20K \PName=Anterior gradient protein 3 isoform Iso 1 \GName=AGR3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=166 \SV=1 \EV=138 \PE=1 \VariantSimple=(2|L)(2|T)(4|P)(4|R)(4|Y)(5|*)(5|L)(6|T)(8|C)(8|D)(8|S)(8|V)(9|R)(10|Y)(12|S)(12|V)(13|F)(14|F)(14|I)(1,Homo sapiens,AGR3
O95994,O95994,NA,C,NA,canonical,0.999,0,14,0.035,5,NA,NA,NA,NA,NA,NA,NA,NA,O95994,956,12,NA,NA,NA,nP20K \PName=Anterior gradient protein 2 homolog isoform Iso 1 \GName=AGR2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=175 \SV=1 \EV=160 \PE=1 \ModResPsi=(124|MOD:00048|O4'-phospho-L-tyrosine)(157|MOD:00047|O-phospho-L-threonine) \VariantSimple=(2|Q)(3|,Homo sapiens,AGR2
Q9GZV1,Q9GZV1,NA,C,NA,canonical,0.999,0,853,0.922,5,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Ankyrin repeat domain-containing protein 2 isoform Iso 1 \GName=ANKRD2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=360 \SV=3 \EV=176 \PE=1 \ModResPsi=(83|MOD:00046|O-phospho-L-serine)(99|MOD:00046|O-phospho-L-serine)(349|MOD:00046|O-phospho,Homo sapiens,ANKRD2
Q8IY63,Q8IY63,NA,C,NA,canonical,0.999,0,16,0.008,5,NA,NA,NA,NA,NA,NA,NA,NA,Q8IY63,2972,11,NA,NA,NA,nP20K \PName=Angiomotin-like protein 1 isoform Iso 1 \GName=AMOTL1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=956 \SV=1 \EV=149 \PE=1 \ModResPsi=(97|MOD:00047|O-phospho-L-threonine)(191|MOD:00048|O4'-phospho-L-tyrosine)(195|MOD:00134|N6-glycyl-L-lysine,Homo sapiens,AMOTL1
Q13155,Q13155,NA,C,NA,canonical,0.999,0,10,0.013,5,NA,NA,NA,NA,NA,NA,NA,NA,Q13155,2263,9,NA,NA,NA,nP20K \PName=Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 isoform Iso 1 \GName=AIMP2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=320 \SV=2 \EV=191 \PE=1 \ModResPsi=(7|MOD:00134|N6-glycyl-L-lysine)(26|MOD:00658|methylated arginin,Homo sapiens,AIMP2
P00709,P00709,NA,C,NA,canonical,0.999,0,20,0.057,5,NA,NA,NA,NA,NA,NA,NA,NA,P00709,968,2,NA,NA,NA,nP20K \PName=Alpha-lactalbumin isoform Iso 1 \GName=LALBA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=142 \SV=1 \EV=198 \PE=1 \ModResPsi=(25|MOD:00798|half cystine)(139|MOD:00798|half cystine)(47|MOD:00798|half cystine)(130|MOD:00798|half cystine)(66|MO,Homo sapiens,LALBA
Q9BYC5,Q9BYC5,NA,C,NA,canonical,0.999,0,19,0.013,5,NA,NA,NA,NA,NA,NA,NA,NA,Q9BYC5,3612,9,NA,NA,NA,"nP20K \PName=Alpha-(1,6)-fucosyltransferase isoform Iso 1 \GName=FUT8 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=575 \SV=2 \EV=198 \PE=1 \ModResPsi=(204|MOD:00798|half cystine)(266|MOD:00798|half cystine)(212|MOD:00798|half cystine)(230|MOD:00798|half",Homo sapiens,FUT8
P62330,P62330,NA,C,NA,canonical,0.999,0,28,0.091,5,NA,NA,NA,NA,NA,NA,NA,NA,Q9UHG3,4043,133,NA,NA,NA,nP20K \PName=ADP-ribosylation factor 6 isoform Iso 1 \GName=ARF6 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=175 \SV=2 \EV=191 \PE=1 \ModResPsi=(2|MOD:00068|N-myristoylglycine)(3|MOD:00087|N6-myristoyl-L-lysine)(38|MOD:00046|O-phospho-L-serine)(58|MOD:0,Homo sapiens,ARF6
Q9BRR6,Q9BRR6,NA,C,NA,canonical,0.999,0,25,0.028,5,NA,NA,NA,NA,NA,NA,NA,NA,Q9BRR6,3536,26,NA,NA,NA,nP20K \PName=ADP-dependent glucokinase isoform Iso 1 \GName=ADPGK \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=497 \SV=1 \EV=164 \PE=1 \ModResPsi=(125|MOD:00134|N6-glycyl-L-lysine) \VariantSimple=(2|P)(2|T)(2|V)(3|P)(5|C)(5|G)(5|L)(6|A)(6|R)(7|C)(7|P)(8|,Homo sapiens,ADPGK
Q15847,Q15847,NA,C,NA,canonical,0.999,0,76,0.431,5,NA,NA,NA,NA,NA,NA,NA,NA,Q15847,2478,2,NA,NA,NA,nP20K \PName=Adipogenesis regulatory factor isoform Iso 1 \GName=ADIRF \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=76 \SV=1 \EV=154 \PE=1 \ModResPsi=(16|MOD:00047|O-phospho-L-threonine)(22|MOD:00046|O-phospho-L-serine)(50|MOD:00047|O-phospho-L-threonine,Homo sapiens,ADIRF
Q9Y653,Q9Y653,NA,C,NA,canonical,0.999,0,12,0.009,5,NA,NA,NA,NA,NA,NA,NA,NA,Q9Y653,4267,49,NA,NA,NA,nP20K \PName=Adhesion G-protein coupled receptor G1 isoform Iso 1 \GName=ADGRG1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=693 \SV=2 \EV=190 \PE=1 \ModResPsi=(201|MOD:00046|O-phospho-L-serine)(206|MOD:00046|O-phospho-L-serine)(670|MOD:00046|O-phospho-L,Homo sapiens,ADGRG1
Q96PE1,Q96PE1,NA,C,NA,canonical,0.999,0,68,0.029,5,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Adhesion G protein-coupled receptor A2 isoform Iso 1 \GName=ADGRA2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1338 \SV=2 \EV=184 \PE=1 \ModResPsi=(268|MOD:00798|half cystine)(328|MOD:00798|half cystine)(976|MOD:00046|O-phospho-L-serine)(98,Homo sapiens,ADGRA2
P07311,P07311,NA,C,NA,canonical,0.999,0,27,0.077,5,NA,NA,NA,NA,NA,NA,NA,NA,P07311,1095,12,NA,NA,NA,nP20K \PName=Acylphosphatase-1 isoform Iso 1 \GName=ACYP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=99 \SV=2 \EV=193 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(33|MOD:00134|N6-glycyl-L-lysine)(58|MOD:00134|N6-glycyl-L-lysine)(89|MOD:00134|N6-gl,Homo sapiens,ACYP1
O95372,O95372,NA,C,NA,canonical,0.999,0,25,0.044,5,NA,NA,NA,NA,NA,NA,NA,NA,O95372,906,15,NA,NA,NA,nP20K \PName=Acyl-protein thioesterase 2 isoform Iso 1 \GName=LYPLA2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=231 \SV=1 \EV=170 \PE=1 \ModResPsi=(2|MOD:00115|S-palmitoyl-L-cysteine)(82|MOD:00046|O-phospho-L-serine)(108|MOD:00134|N6-glycyl-L-lysine)(1,Homo sapiens,LYPLA2
Q9Y305,Q9Y305,NA,C,NA,canonical,0.999,0,5,0.004,5,NA,NA,NA,NA,NA,NA,NA,NA,Q9Y305,4188,8,NA,NA,NA,"nP20K \PName=Acyl-coenzyme A thioesterase 9, mitochondrial isoform Iso 1 \GName=ACOT9 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=439 \SV=2 \EV=165 \PE=1 \ModResPsi=(73|MOD:00134|N6-glycyl-L-lysine)(103|MOD:00064|N6-acetyl-L-lysine)(138|MOD:00134|N6-gly",Homo sapiens,ACOT9
O14561,O14561,NA,C,NA,canonical,0.999,0,19,0.054,5,NA,NA,NA,NA,NA,NA,NA,NA,O14561,558,11,NA,NA,NA,"nP20K \PName=Acyl carrier protein, mitochondrial isoform Iso 1 \GName=NDUFAB1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=156 \SV=3 \EV=203 \PE=1 \ModResPsi=(69|MOD:00046|O-phospho-L-serine)(88|MOD:00134|N6-glycyl-L-lysine)(88|MOD:00064|N6-acetyl-L-lysi",Homo sapiens,NDUFAB1
O94929,O94929,NA,C,NA,canonical,0.999,0,9,0.005,5,NA,NA,NA,NA,NA,NA,NA,NA,O94929,880,11,NA,NA,NA,nP20K \PName=Actin-binding LIM protein 3 isoform Iso 1 \GName=ABLIM3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=683 \SV=3 \EV=185 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(3|MOD:00047|O-phospho-L-threonine)(4|MOD:00046|O-phospho-L-serine)(16,Homo sapiens,ABLIM3
P62910,P62910,NA,C,NA,canonical,0.999,0,14,0.04,5,NA,NA,NA,NA,NA,NA,NA,NA,P62910,2052,9,NA,NA,NA,nP20K \PName=60S ribosomal protein L32 isoform Iso 1 \GName=RPL32 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=135 \SV=2 \EV=166 \PE=1 \ModResPsi=(9|MOD:00134|N6-glycyl-L-lysine)(50|MOD:01819|N6-succinyl-L-lysine)(50|MOD:00134|N6-glycyl-L-lysine)(62|MOD:,Homo sapiens,RPL32
P83731,P83731,NA,C,NA,canonical,0.999,0,19,0.048,5,NA,NA,NA,NA,NA,NA,NA,NA,P83731,2100,5,NA,NA,NA,nP20K \PName=60S ribosomal protein L24 isoform Iso 1 \GName=RPL24 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=157 \SV=1 \EV=184 \PE=1 \ModResPsi=(2|MOD:00134|N6-glycyl-L-lysine)(2|MOD:00134|N6-glycyl-L-lysine)(7|MOD:00046|O-phospho-L-serine)(12|MOD:0013,Homo sapiens,RPL24
Q02543,Q02543,NA,C,NA,canonical,0.999,0,10,0.025,5,NA,NA,NA,NA,NA,NA,NA,NA,Q02543,2154,15,NA,NA,NA,nP20K \PName=60S ribosomal protein L18a isoform Iso 1 \GName=RPL18A \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=176 \SV=2 \EV=208 \PE=1 \ModResPsi=(11|MOD:00134|N6-glycyl-L-lysine)(11|MOD:00134|N6-glycyl-L-lysine)(21|MOD:00134|N6-glycyl-L-lysine)(24|MOD,Homo sapiens,RPL18A
P30050,P30050,NA,C,NA,canonical,0.999,0,89,0.225,5,NA,NA,NA,NA,NA,NA,NA,NA,P30050,1538,9,NA,NA,NA,nP20K \PName=60S ribosomal protein L12 isoform Iso 1 \GName=RPL12 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=165 \SV=1 \EV=210 \PE=1 \ModResPsi=(26|MOD:00046|O-phospho-L-serine)(38|MOD:00046|O-phospho-L-serine)(40|MOD:00134|N6-glycyl-L-lysine)(48|MOD:0,Homo sapiens,RPL12
Q7Z4H3,Q7Z4H3,NA,C,NA,canonical,0.999,0,10,0.021,5,NA,NA,NA,NA,NA,NA,NA,NA,Q7Z4H3,2863,11,NA,NA,NA,nP20K \PName=5'-deoxynucleotidase HDDC2 isoform Iso 1 \GName=HDDC2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=204 \SV=1 \EV=139 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(3|MOD:00046|O-phospho-L-serine)(5|MOD:00046|O-phospho-L-serine)(200|MOD:00,Homo sapiens,HDDC2
P62851,P62851,NA,C,NA,canonical,0.999,0,19,0.086,5,NA,NA,NA,NA,NA,NA,NA,NA,P62851,2042,1,NA,NA,NA,nP20K \PName=40S ribosomal protein S25 isoform Iso 1 \GName=RPS25 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=125 \SV=1 \EV=174 \PE=1 \ModResPsi=(26|MOD:00046|O-phospho-L-serine)(43|MOD:00064|N6-acetyl-L-lysine)(43|MOD:00134|N6-glycyl-L-lysine)(52|MOD:0,Homo sapiens,RPS25
P62847,P62847,NA,C,NA,canonical,0.999,0,24,0.091,5,NA,NA,NA,NA,NA,NA,NA,NA,P62847,2041,11,NA,NA,NA,nP20K \PName=40S ribosomal protein S24 isoform Iso 1 \GName=RPS24 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=133 \SV=1 \EV=188 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(9|MOD:00047|O-phospho-L-threonine)(21|MOD:00134|N6-glycyl-L-lysine)(32|M,Homo sapiens,RPS24
P62249,P62249,NA,C,NA,canonical,0.999,0,26,0.054,5,NA,NA,NA,NA,NA,NA,NA,NA,P62249,2015,10,NA,NA,NA,nP20K \PName=40S ribosomal protein S16 isoform Iso 1 \GName=RPS16 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=146 \SV=2 \EV=172 \PE=1 \ModResPsi=(3|MOD:00046|O-phospho-L-serine)(4|MOD:00134|N6-glycyl-L-lysine)(4|MOD:00134|N6-glycyl-L-lysine)(33|MOD:0013,Homo sapiens,RPS16
P52815,P52815,NA,C,NA,canonical,0.999,0,16,0.04,5,NA,NA,NA,NA,NA,NA,NA,NA,P52815,1855,16,NA,NA,NA,"nP20K \PName=39S ribosomal protein L12, mitochondrial isoform Iso 1 \GName=MRPL12 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=198 \SV=2 \EV=201 \PE=1 \ModResPsi=(138|MOD:00064|N6-acetyl-L-lysine)(150|MOD:01819|N6-succinyl-L-lysine)(162|MOD:01819|N6-succ",Homo sapiens,MRPL12
Q8N4T8,Q8N4T8,NA,C,NA,canonical,0.999,0,29,0.06,5,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=3-oxoacyl-[acyl-carrier-protein] reductase isoform Iso 1 \GName=CBR4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=237 \SV=3 \EV=157 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(3|MOD:00064|N6-acetyl-L-lysine)(40|MOD:00064|N6-acetyl-L,Homo sapiens,CBR4
Q6PK18,Q6PK18,NA,C,NA,canonical,0.999,0,10,0.013,5,NA,NA,NA,NA,NA,NA,NA,NA,Q6PK18,2748,8,NA,NA,NA,nP20K \PName=2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 isoform Iso 1 \GName=OGFOD3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=319 \SV=2 \EV=135 \PE=1 \ModRes=(215||N-linked (GlcNAc...) asparagine)(267||N-linked (GlcNAc...),Homo sapiens,OGFOD3
Q9Y6K5,Q9Y6K5,NA,C,NA,canonical,0.999,0,21,0.009,5,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=2'-5'-oligoadenylate synthase 3 isoform Iso 1 \GName=OAS3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1087 \SV=3 \EV=174 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(351|MOD:00046|O-phospho-L-serine)(365|MOD:00047|O-phospho-L-threon,Homo sapiens,OAS3
Q9ULF5,Q9ULF5,NA,C,NA,canonical,0.999,0,53,0.034,6,NA,NA,NA,NA,NA,NA,NA,NA,Q9ULF5,4102,19,NA,NA,NA,nP20K \PName=Zinc transporter ZIP10 isoform Iso 1 \GName=SLC39A10 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=831 \SV=2 \EV=149 \PE=1 \ModResPsi=(50|MOD:00134|N6-glycyl-L-lysine)(66|MOD:00134|N6-glycyl-L-lysine)(533|MOD:00134|N6-glycyl-L-lysine)(536|MOD,Homo sapiens,SLC39A10
Q14508,Q14508,NA,C,NA,canonical,0.999,0,289,1.094,6,NA,NA,NA,NA,NA,NA,NA,NA,Q14508,2383,4,NA,NA,NA,nP20K \PName=WAP four-disulfide core domain protein 2 isoform Iso 1 \GName=WFDC2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=124 \SV=2 \EV=190 \PE=1 \ModResPsi=(36|MOD:00798|half cystine)(62|MOD:00798|half cystine)(45|MOD:00798|half cystine)(66|MOD:0079,Homo sapiens,WFDC2
Q15836,Q15836,NA,C,NA,canonical,0.999,0,42,0.191,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Vesicle-associated membrane protein 3 isoform Iso 1 \GName=VAMP3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=100 \SV=3 \EV=199 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(66|MOD:00134|N6-glycyl-L-lysine)(68|MOD:00134|N6-glycyl-L-lysine,Homo sapiens,VAMP3
Q86WA6,Q86WA6,NA,C,NA,canonical,0.999,0,6,0.008,6,NA,NA,NA,NA,NA,NA,NA,NA,Q86WA6,2909,8,NA,NA,NA,nP20K \PName=Valacyclovir hydrolase isoform Iso 1 \GName=BPHL \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=291 \SV=1 \EV=172 \PE=1 \ModResPsi=(86|MOD:00064|N6-acetyl-L-lysine)(87|MOD:00134|N6-glycyl-L-lysine)(119|MOD:00064|N6-acetyl-L-lysine)(126|MOD:018,Homo sapiens,BPHL
O75436,O75436,NA,C,NA,canonical,0.999,0,18,0.023,6,NA,NA,NA,NA,NA,NA,NA,NA,O75436,800,9,NA,NA,NA,nP20K \PName=Vacuolar protein sorting-associated protein 26A isoform Iso 1 \GName=VPS26A \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=327 \SV=2 \EV=191 \PE=1 \ModResPsi=(47|MOD:00046|O-phospho-L-serine)(242|MOD:00134|N6-glycyl-L-lysine)(307|MOD:00047|O-p,Homo sapiens,VPS26A
P46939,P46939,NA,C,NA,canonical,0.999,0,19,0.002,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Utrophin isoform Iso 1 \GName=UTRN \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=3433 \SV=2 \EV=217 \PE=1 \ModResPsi=(4|MOD:00048|O4'-phospho-L-tyrosine)(10|MOD:00046|O-phospho-L-serine)(295|MOD:00046|O-phospho-L-serine)(604|MOD:00046|O-phosp,Homo sapiens,UTRN
Q7Z4R8,Q7Z4R8,NA,C,NA,canonical,0.999,0,79,0.299,6,NA,NA,NA,NA,NA,NA,NA,NA,Q7Z4R8,2865,3,NA,NA,NA,nP20K \PName=UPF0669 protein C6orf120 isoform Iso 1 \GName=C6orf120 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=191 \SV=1 \EV=129 \PE=1 \ModRes=(53||N-linked (GlcNAc...) asparagine) \VariantSimple=(2|T)(4|H)(4|S)(5|C)(5|H)(6|R)(8|V)(9|T)(11|C)(12|K)(12|,Homo sapiens,C6ORF120
Q6ZVL6,Q6ZVL6,NA,C,NA,canonical,0.999,0,37,0.012,6,NA,NA,NA,NA,NA,NA,NA,NA,Q6ZVL6,2814,14,NA,NA,NA,nP20K \PName=UPF0606 protein KIAA1549L isoform Iso 1 \GName=KIAA1549L \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1849 \SV=2 \EV=128 \PE=1 \ModResPsi=(1289|MOD:00046|O-phospho-L-serine)(1310|MOD:00046|O-phospho-L-serine)(1333|MOD:00046|O-phospho-L-serin,Homo sapiens,KIAA1549L
B0I1T2,B0I1T2,NA,C,NA,canonical,0.999,0,21,0.009,6,NA,NA,NA,NA,NA,NA,NA,NA,B0I1T2,53,8,NA,NA,NA,nP20K \PName=Unconventional myosin-Ig isoform Iso 1 \GName=MYO1G \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1018 \SV=2 \EV=114 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(87|MOD:00134|N6-glycyl-L-lysine)(140|MOD:00134|N6-glycyl-L-lysine)(164|M,Homo sapiens,MYO1G
Q12965,Q12965,NA,C,NA,canonical,0.999,0,8,0.003,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Unconventional myosin-Ie isoform Iso 1 \GName=MYO1E \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1108 \SV=2 \EV=197 \PE=1 \ModResPsi=(7|MOD:00048|O4'-phospho-L-tyrosine)(9|MOD:00048|O4'-phospho-L-tyrosine)(736|MOD:00046|O-phospho-L-serine)(8,Homo sapiens,MYO1E
Q14376,Q14376,NA,C,NA,canonical,0.999,0,54,0.065,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=UDP-glucose 4-epimerase isoform Iso 1 \GName=GALE \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=348 \SV=2 \EV=217 \PE=1 \ModResPsi=(100|MOD:00064|N6-acetyl-L-lysine)(100|MOD:00134|N6-glycyl-L-lysine)(338|MOD:00134|N6-glycyl-L-lysine) \Variant,Homo sapiens,GALE
Q04323,Q04323,NA,C,NA,canonical,0.999,0,9,0.016,6,NA,NA,NA,NA,NA,NA,NA,NA,Q04323,2169,15,NA,NA,NA,nP20K \PName=UBX domain-containing protein 1 isoform Iso 1 \GName=UBXN1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=297 \SV=2 \EV=178 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(83|MOD:00134|N6-glycyl-L-lysine)(105|MOD:00134|N6-glycyl-L-lysine)(13,Homo sapiens,UBXN1
A0AVT1,A0AVT1,NA,C,NA,canonical,0.999,0,7,0.003,6,NA,NA,NA,NA,NA,NA,NA,NA,A0AVT1,21,9,NA,NA,NA,nP20K \PName=Ubiquitin-like modifier-activating enzyme 6 isoform Iso 1 \GName=UBA6 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1052 \SV=1 \EV=146 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(18|MOD:00046|O-phospho-L-serine)(33|MOD:00046|O-phosph,Homo sapiens,UBA6
Q9Y5K5,Q9Y5K5,NA,C,NA,canonical,0.999,0,7,0.008,6,NA,NA,NA,NA,NA,NA,NA,NA,Q9Y5K5,4247,65,NA,NA,NA,nP20K \PName=Ubiquitin carboxyl-terminal hydrolase isozyme L5 isoform Iso 1 \GName=UCHL5 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=329 \SV=3 \EV=188 \PE=1 \ModResPsi=(47|MOD:01819|N6-succinyl-L-lysine)(47|MOD:00134|N6-glycyl-L-lysine)(154|MOD:00134|N6,Homo sapiens,UCHL5
O43508,O43508,NA,C,NA,canonical,0.999,0,33,0.068,6,NA,NA,NA,NA,NA,NA,NA,NA,O75888,841,24,NA,NA,NA,nP20K \PName=Tumor necrosis factor ligand superfamily member 12 isoform Iso 1 \GName=TNFSF12 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=249 \SV=1 \EV=189 \PE=1 \ModResPsi=(191|MOD:00798|half cystine)(210|MOD:00798|half cystine) \ModRes=(139||N-linked (,Homo sapiens,TNFSF12
P48788,P48788,NA,C,NA,canonical,0.999,0,13,0.059,6,NA,NA,NA,NA,NA,NA,NA,NA,P48788,1752,4,NA,NA,NA,"nP20K \PName=Troponin I, fast skeletal muscle isoform Iso 1 \GName=TNNI2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=182 \SV=2 \EV=175 \PE=1 \ModResPsi=(2|MOD:00055|N-acetylglycine)(12|MOD:00047|O-phospho-L-threonine)(57|MOD:00046|O-phospho-L-serine)(59",Homo sapiens,TNNI2
P19429,P19429,NA,C,NA,canonical,0.999,0,152,0.431,6,NA,NA,NA,NA,NA,NA,NA,NA,P19429,1359,8,NA,NA,NA,"nP20K \PName=Troponin I, cardiac muscle isoform Iso 1 \GName=TNNI3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=210 \SV=3 \EV=213 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(5|MOD:00046|O-phospho-L-serine)(6|MOD:00046|O-phospho-L-serine)(23|MOD:000",Homo sapiens,TNNI3
P43307,P43307,NA,C,NA,canonical,0.999,0,1119,2.309,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Translocon-associated protein subunit alpha isoform Iso 1 \GName=SSR1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=286 \SV=3 \EV=192 \PE=1 \ModResPsi=(102|MOD:00134|N6-glycyl-L-lysine)(247|MOD:00046|O-phospho-L-serine)(254|MOD:00046|O-phosph,Homo sapiens,SSR1
O95359,O95359,NA,C,NA,canonical,0.999,0,12,0.002,6,NA,NA,NA,NA,NA,NA,NA,NA,O95359,904,80,NA,NA,NA,nP20K \PName=Transforming acidic coiled-coil-containing protein 2 isoform Iso 4 \GName=TACC2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2948 \SV=3 \EV=185 \PE=1 \ModResPsi=(38|MOD:00047|O-phospho-L-threonine)(41|MOD:00046|O-phospho-L-serine)(97|MOD:000,Homo sapiens,TACC2
O14657,O14657,NA,C,NA,canonical,0.999,0,43,0.057,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Torsin-1B isoform Iso 1 \GName=TOR1B \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=336 \SV=2 \EV=185 \PE=1 \ModRes=(38||O-linked (GalNAc...) serine)(41||O-linked (GalNAc...) threonine)(64||N-linked (GlcNAc...) asparagine)(165||N-linked (GlcNA,Homo sapiens,TOR1B
Q07157,Q07157,NA,C,NA,canonical,0.999,0,17,0.004,6,NA,NA,NA,NA,NA,NA,NA,NA,Q9UDY2,4021,78,NA,NA,NA,nP20K \PName=Tight junction protein ZO-1 isoform Long \GName=TJP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1748 \SV=3 \EV=234 \PE=1 \ModResPsi=(10|MOD:00046|O-phospho-L-serine)(117|MOD:00046|O-phospho-L-serine)(125|MOD:00046|O-phospho-L-serine)(131|M,Homo sapiens,TJP1
